neigh_name,neigh_number,year,week,min_temperature
PAQUETA,13,2016,10,22.6662306890053
PAQUETA,13,2016,11,22.8387738199917
PAQUETA,13,2016,12,22.3529083904495
PAQUETA,13,2016,13,22.8783631678891
PAQUETA,13,2016,14,21.6138717539133
PAQUETA,13,2016,15,21.4087145057597
PAQUETA,13,2016,16,23.4703963388077
PAQUETA,13,2016,17,18.6213789768193
PAQUETA,13,2016,18,17.0165118326534
PAQUETA,13,2016,19,19.8445718457322
PAQUETA,13,2016,20,18.8686156853178
PAQUETA,13,2016,21,16.9404900437367
PAQUETA,13,2016,22,19.6795038332477
PAQUETA,13,2016,23,16.9222960596664
PAQUETA,13,2016,24,13.9319995363428
PAQUETA,13,2016,25,17.3802031809284
PAQUETA,13,2016,26,17.769192847399
PAQUETA,13,2016,27,16.2830548199411
PAQUETA,13,2016,28,16.3881429657365
PAQUETA,13,2016,29,15.376634984136
PAQUETA,13,2016,30,17.1958064436936
PAQUETA,13,2016,31,17.3116137496795
PAQUETA,13,2016,32,15.6958795150404
PAQUETA,13,2016,33,16.5695211468262
PAQUETA,13,2016,34,15.6483272961984
PAQUETA,13,2016,35,18.4272171387266
PAQUETA,13,2016,36,20.1399630701927
PAQUETA,13,2016,37,20.1302740568666
PAQUETA,13,2016,38,17.4221334422616
PAQUETA,13,2016,39,17.6370047238633
PAQUETA,13,2016,40,17.6124019691696
PAQUETA,13,2016,41,19.1656681867211
PAQUETA,13,2016,42,21.9117561815832
PAQUETA,13,2016,43,18.6043000680349
PAQUETA,13,2016,44,18.7159701443331
PAQUETA,13,2016,45,20.858393591423
PAQUETA,13,2016,46,18.7015468264595
PAQUETA,13,2016,47,17.2023943299419
PAQUETA,13,2016,48,19.741281720237
PAQUETA,13,2016,49,21.300711390275
PAQUETA,13,2016,50,19.1366537284656
PAQUETA,13,2016,51,22.4698579052251
PAQUETA,13,2016,52,23.8827502318765
SANTA TERESA,14,2016,9,20.8916735253449
SANTA TERESA,14,2016,10,22.1792702420876
SANTA TERESA,14,2016,11,22.3273660723044
SANTA TERESA,14,2016,12,22.176528170538
SANTA TERESA,14,2016,13,23.6842141226971
SANTA TERESA,14,2016,14,23.497909528569
SANTA TERESA,14,2016,15,23.5850674641027
SANTA TERESA,14,2016,16,23.3742255709453
SANTA TERESA,14,2016,17,18.6918461325978
SANTA TERESA,14,2016,18,17.3787514309704
SANTA TERESA,14,2016,19,18.6639930158327
SANTA TERESA,14,2016,20,18.4889438112447
SANTA TERESA,14,2016,21,17.4120926811542
